match_id,timestamp,event_type,x,y,end_x,end_y,outcome,xT,is_progressive,is_recovery,is_complete,body_part,under_pressure,pass_length,pass_angle,team_id,player_id
LALIGA_24_25_M22,1.0,pass,70.07,25.24,93.16,30.22,success,0.7028,1,0,1,left_foot,1,23.62,12.2,FCB,PEDRI_8
LALIGA_24_25_M22,8.3,recovery,32.76,41.01,29.36,39.69,success,0.071,0,1,1,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M22,8.5,dribble,39.29,25.54,44.34,15.51,fail,0.0222,0,0,0,right_foot,0,11.23,-63.3,FCB,PEDRI_8
LALIGA_24_25_M22,26.9,carry,59.17,30.26,61.57,19.16,success,0.1733,0,0,1,left_foot,0,11.36,-77.8,FCB,PEDRI_8
LALIGA_24_25_M22,32.0,duel,66.46,20.02,67.51,24.23,success,0.3031,0,0,1,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M22,55.7,pass,53.24,31.46,48.08,29.87,success,0.0,0,0,1,left_foot,0,5.4,-162.8,FCB,PEDRI_8
LALIGA_24_25_M22,62.2,pass,70.74,33.83,59.8,34.17,success,0.1423,0,0,1,right_foot,0,10.94,178.3,FCB,PEDRI_8
LALIGA_24_25_M22,105.1,pass,56.23,32.82,67.21,23.55,success,0.2494,0,0,1,right_foot,0,14.37,-40.2,FCB,PEDRI_8
LALIGA_24_25_M22,122.9,duel,69.32,37.05,78.66,39.38,success,0.4523,0,0,1,left_foot,1,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M22,131.6,pass,43.62,33.02,51.66,30.51,success,0.0407,0,0,1,head,0,8.43,-17.3,FCB,PEDRI_8
LALIGA_24_25_M22,146.8,duel,53.32,30.6,57.51,23.57,fail,0.1257,0,0,0,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M22,162.6,carry,67.92,46.02,95.45,44.64,success,0.8114,1,0,1,left_foot,0,27.56,-2.9,FCB,PEDRI_8
LALIGA_24_25_M22,168.4,carry,57.59,46.49,46.6,62.71,success,0.0,0,0,1,right_foot,0,19.6,124.1,FCB,PEDRI_8
LALIGA_24_25_M22,195.6,carry,74.14,35.93,87.68,27.71,success,0.5619,0,0,1,left_foot,0,15.84,-31.3,FCB,PEDRI_8
LALIGA_24_25_M22,196.1,pass,59.72,45.26,80.88,39.01,success,0.5039,1,0,1,right_foot,0,22.07,-16.5,FCB,PEDRI_8
LALIGA_24_25_M22,197.3,shot,79.29,45.38,81.43,50.51,blocked,0.502,0,0,0,left_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M22,201.9,pass,78.25,39.68,94.68,33.29,success,0.699,1,0,1,right_foot,1,17.63,-21.3,FCB,PEDRI_8
LALIGA_24_25_M22,203.1,pass,87.66,45.59,89.98,45.09,success,0.6318,0,0,1,head,0,2.37,-12.0,FCB,PEDRI_8
LALIGA_24_25_M22,207.8,carry,27.74,26.59,33.72,17.94,success,0.0371,0,0,1,left_foot,0,10.52,-55.3,FCB,PEDRI_8
LALIGA_24_25_M22,231.0,pass,79.57,54.83,85.19,62.99,success,0.5315,0,0,1,right_foot,0,9.91,55.5,FCB,PEDRI_8
LALIGA_24_25_M22,252.2,recovery,57.64,48.65,62.96,55.38,success,0.2327,0,1,1,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M22,254.8,pass,67.23,16.68,82.89,8.38,success,0.5339,1,0,1,left_foot,0,17.72,-27.9,FCB,PEDRI_8
LALIGA_24_25_M22,262.9,carry,36.45,27.22,54.37,21.98,success,0.0,1,0,1,right_foot,0,18.68,-16.3,FCB,PEDRI_8
LALIGA_24_25_M22,291.7,pass,60.89,42.94,75.44,45.81,success,0.4104,0,0,1,right_foot,0,14.82,11.1,FCB,PEDRI_8
LALIGA_24_25_M22,343.1,carry,60.5,28.82,50.95,31.06,success,0.0462,0,0,1,right_foot,0,9.8,166.8,FCB,PEDRI_8
LALIGA_24_25_M22,358.2,pass,52.46,14.26,34.66,12.05,success,0.0,0,0,1,left_foot,0,17.93,-172.9,FCB,PEDRI_8
LALIGA_24_25_M22,373.6,shot,57.53,48.33,61.01,31.9,blocked,0.1026,0,0,0,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M22,375.9,pass,89.37,33.75,81.93,36.15,success,0.5492,0,0,1,right_foot,0,7.81,162.1,FCB,PEDRI_8
LALIGA_24_25_M22,392.2,carry,67.67,27.45,77.14,45.07,success,0.4367,0,0,1,left_foot,0,20.0,61.7,FCB,PEDRI_8
LALIGA_24_25_M22,394.0,pass,36.54,47.48,42.03,48.07,fail,0.0,0,0,0,right_foot,1,5.52,6.2,FCB,PEDRI_8
LALIGA_24_25_M22,411.0,shot,47.88,39.7,77.37,26.64,off_target,0.4152,1,0,0,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M22,474.5,carry,34.29,21.18,40.32,25.79,success,0.0,0,0,1,right_foot,0,7.58,37.4,FCB,PEDRI_8
LALIGA_24_25_M22,477.3,carry,102.25,37.05,120.0,29.63,success,1.0969,1,0,1,right_foot,0,19.24,-22.7,FCB,PEDRI_8
