match_id,timestamp,x,y,speed_m_per_s,accel_m_per_s2,distance_covered_m,high_intensity_run,sprint,distance_to_ball,distance_to_goal,touch,tackle,in_possession,zone_name
LALIGA_24_25_M15,0.0,48.05,34.0,3.78,7.56,1.89,0,0,26.986661688056095,72.1997403042421,0,0,0,central_middle
LALIGA_24_25_M15,0.5,49.33,36.68,5.94,4.32,4.86,1,0,21.949777698076115,70.74794201953864,0,0,0,central_middle
LALIGA_24_25_M15,1.0,49.17,39.04,4.73,-2.42,7.23,0,0,30.902327787156175,70.83650541916928,0,0,0,central_middle
LALIGA_24_25_M15,1.5,51.93,36.88,7.01,4.55,10.73,1,1,59.13583755054187,68.14146534966797,0,0,0,central_middle
LALIGA_24_25_M15,2.0,52.18,36.77,0.55,-12.92,11.01,0,0,7.357306174048034,67.89687253474933,1,0,1,central_middle
LALIGA_24_25_M15,2.5,51.81,37.67,1.93,2.77,11.98,0,0,25.83178216652071,68.22979554417556,0,0,1,central_middle
LALIGA_24_25_M15,3.0,50.91,38.81,2.92,1.97,13.44,0,0,69.52147503138751,69.10024746699537,0,0,1,central_middle
LALIGA_24_25_M15,3.5,51.45,37.01,3.77,1.7,15.32,0,0,11.739074689773329,68.61517762128143,0,0,1,central_middle
LALIGA_24_25_M15,4.0,53.81,36.6,4.78,2.02,17.71,0,0,36.40466018148887,66.27726684165545,0,0,1,central_middle
LALIGA_24_25_M15,4.5,53.53,36.8,0.68,-8.19,18.05,0,0,63.68009403227148,66.54698265135693,0,0,1,central_middle
LALIGA_24_25_M15,5.0,49.09,36.22,8.95,16.53,22.53,1,1,40.562533026133025,71.0106787743928,0,0,1,central_middle
LALIGA_24_25_M15,5.5,45.85,37.58,7.02,-3.86,26.04,1,1,11.850017333268731,74.18947971242284,0,0,1,central_middle
LALIGA_24_25_M15,6.0,43.88,36.99,4.12,-5.8,28.1,0,0,36.669633623819514,76.17948870923196,0,0,0,central_middle
LALIGA_24_25_M15,6.5,44.05,36.15,1.72,-4.79,28.96,0,0,17.97326741162047,76.04751803970989,0,0,0,central_middle
LALIGA_24_25_M15,7.0,43.25,37.33,2.85,2.25,30.38,0,0,45.97406138227706,76.79642830236313,0,0,0,central_middle
LALIGA_24_25_M15,7.5,45.19,37.94,4.08,2.47,32.42,0,0,65.42833023906519,74.83835714391384,0,0,0,central_middle
LALIGA_24_25_M15,8.0,47.35,38.36,4.38,0.6,34.61,0,0,34.546535716685014,72.6685083099963,0,0,0,central_middle
LALIGA_24_25_M15,8.5,50.68,37.34,6.97,5.18,38.1,1,0,14.37405280066567,69.37101700278005,0,0,0,central_middle
LALIGA_24_25_M15,9.0,49.55,32.4,10.13,6.32,43.17,1,1,56.556420372150036,70.85875034178913,0,0,0,central_middle
LALIGA_24_25_M15,9.5,52.46,30.67,6.78,-6.7,46.56,1,0,29.782391765663668,68.18137942283069,0,0,0,central_middle
LALIGA_24_25_M15,10.0,53.4,26.01,9.5,5.43,51.31,1,1,58.85609803988835,68.05350909394753,0,0,0,left_halfspace_middle
LALIGA_24_25_M15,10.5,51.29,24.34,5.37,-8.25,53.99,0,0,44.43707495178811,70.47197811896585,0,0,0,left_halfspace_middle
LALIGA_24_25_M15,11.0,52.29,28.58,8.71,6.67,58.35,1,1,37.18199355143356,68.66629813816965,0,0,0,central_middle
LALIGA_24_25_M15,11.5,53.09,29.94,3.16,-11.09,59.93,0,0,23.266353661531603,67.66204031803947,0,0,0,central_middle
LALIGA_24_25_M15,12.0,53.05,29.9,0.1,-6.12,59.98,0,0,31.60789593021318,67.70755127753478,0,0,0,central_middle
LALIGA_24_25_M15,12.5,55.42,31.82,6.09,11.97,63.02,1,0,43.97090098059268,65.0959968047191,0,0,0,central_middle
LALIGA_24_25_M15,13.0,51.22,33.51,9.05,5.92,67.54,1,1,36.843057006551035,69.08551584811393,0,0,0,central_middle
LALIGA_24_25_M15,13.5,51.81,31.7,3.82,-10.45,69.45,0,0,37.09493239373412,68.69327550786903,0,0,0,central_middle
LALIGA_24_25_M15,14.0,51.94,29.89,3.63,-0.38,71.27,0,0,38.62774172355251,68.80679980932116,0,0,0,central_middle
LALIGA_24_25_M15,14.5,52.13,32.31,4.86,2.46,73.7,0,0,53.58167675910508,68.30426780223912,0,0,0,central_middle
LALIGA_24_25_M15,15.0,52.14,32.2,0.22,-9.27,73.81,0,0,44.201124022619446,68.30680493186605,0,0,0,central_middle
LALIGA_24_25_M15,15.5,56.7,33.31,9.37,18.3,78.49,1,1,28.571374987149625,63.65254197594939,0,0,0,central_middle
LALIGA_24_25_M15,16.0,60.07,35.9,8.52,-1.7,82.76,1,1,25.423650363776098,60.07008323616674,0,0,0,central_middle
LALIGA_24_25_M15,16.5,58.83,37.53,4.09,-8.86,84.8,0,0,8.375737431417095,61.21984808867137,0,0,0,central_middle
LALIGA_24_25_M15,17.0,57.13,36.53,3.94,-0.3,86.77,0,0,34.72326259309469,62.96568748135765,0,0,0,central_middle
LALIGA_24_25_M15,17.5,55.8,36.66,2.68,-2.54,88.11,0,0,19.092119244476578,64.28682291107565,0,0,0,central_middle
LALIGA_24_25_M15,18.0,54.67,41.23,9.43,13.51,92.83,1,1,22.943701118495493,65.34157788116231,0,0,0,central_middle
LALIGA_24_25_M15,18.5,51.6,43.34,7.45,-3.96,96.55,1,1,13.633341116681157,68.48149823127412,0,0,0,central_middle
LALIGA_24_25_M15,19.0,50.02,44.07,3.48,-7.94,98.29,0,0,44.87679994491876,70.0982546145052,0,0,0,central_middle
LALIGA_24_25_M15,19.5,51.99,43.41,4.16,1.36,100.37,0,0,39.49156965761886,68.09543450188124,0,0,0,central_middle
LALIGA_24_25_M15,20.0,51.37,42.76,1.79,-4.74,101.26,0,0,15.877029940769734,68.68547517488686,1,0,1,central_middle
LALIGA_24_25_M15,20.5,52.77,44.02,3.76,3.95,103.14,0,0,48.03396244052997,67.35008017812598,0,0,1,central_middle
LALIGA_24_25_M15,21.0,52.4,45.74,3.52,-0.48,104.9,0,0,44.755016343586945,67.84325758688183,0,0,1,central_middle
LALIGA_24_25_M15,21.5,53.82,46.43,3.16,-0.72,106.49,0,0,27.775111853805022,66.49163330825918,0,0,1,central_middle
LALIGA_24_25_M15,22.0,55.1,49.36,6.39,6.46,109.68,1,0,21.252694693361658,65.57148465606068,0,0,1,central_middle
LALIGA_24_25_M15,22.5,58.86,49.1,7.55,2.31,113.46,1,1,58.68349072198356,61.81350661465502,0,0,1,central_middle
LALIGA_24_25_M15,23.0,61.12,47.68,5.34,-4.41,116.13,0,0,44.34568760409038,59.378757144285196,0,0,1,central_middle
LALIGA_24_25_M15,23.5,60.61,49.62,4.02,-2.64,118.14,0,0,14.435378675231537,60.164079815118924,0,0,1,central_middle
LALIGA_24_25_M15,24.0,59.29,49.14,2.82,-2.41,119.55,0,0,35.601828135632495,61.39416666101104,0,0,0,central_middle
LALIGA_24_25_M15,24.5,61.73,49.95,5.15,4.66,122.12,0,0,9.15089306885664,59.113411337868165,0,0,0,central_middle
LALIGA_24_25_M15,25.0,62.26,50.85,2.09,-6.1,123.17,0,0,20.55115285885064,58.75057531633201,0,0,0,central_middle
LALIGA_24_25_M15,25.5,61.81,51.15,1.07,-2.06,123.7,0,0,14.73980919238752,59.248616861493055,0,0,0,central_middle
LALIGA_24_25_M15,26.0,60.43,52.43,3.78,5.43,125.59,0,0,25.34926989528602,60.85301800239656,0,0,0,central_middle
LALIGA_24_25_M15,26.5,61.52,51.93,2.4,-2.75,126.79,0,0,30.481704689371387,59.68446447778517,0,0,0,central_middle
LALIGA_24_25_M15,27.0,61.94,52.24,1.03,-2.74,127.3,0,0,70.28583267177996,59.33617109318733,0,0,0,central_middle
