match_id,timestamp,x,y,speed_m_per_s,accel_m_per_s2,distance_covered_m,high_intensity_run,sprint,distance_to_ball,distance_to_goal,touch,tackle,in_possession,zone_name
LALIGA_24_25_M24,0.0,61.77,28.22,4.41,8.83,2.21,0,0,6.457933861155595,59.40960612560901,0,0,0,central_middle
LALIGA_24_25_M24,0.5,64.16,27.32,5.11,1.39,4.76,0,0,12.30182659615983,57.26157524902717,0,0,0,central_middle
LALIGA_24_25_M24,1.0,62.09,26.84,4.26,-1.69,6.9,0,0,52.75501583999472,59.386477417001245,0,0,0,central_middle
LALIGA_24_25_M24,1.5,63.48,29.28,5.62,2.71,9.7,1,0,33.61278915390511,57.527635098272555,0,0,0,central_middle
LALIGA_24_25_M24,2.0,66.67,29.78,6.46,1.69,12.93,1,0,15.353734619336011,54.300435541531336,1,0,1,central_middle
LALIGA_24_25_M24,2.5,62.71,29.91,7.91,2.9,16.89,1,1,14.148354293351392,58.171747438082,0,0,1,central_middle
LALIGA_24_25_M24,3.0,63.46,30.37,1.74,-12.33,17.76,0,0,35.19243780576345,57.35423698385325,0,0,1,central_middle
LALIGA_24_25_M24,3.5,66.59,31.87,6.96,10.42,21.24,1,0,15.099849513776132,54.02522558953363,0,0,1,central_middle
LALIGA_24_25_M24,4.0,67.11,33.9,4.19,-5.53,23.33,0,0,35.17833433431462,53.240605744112266,0,0,1,central_middle
LALIGA_24_25_M24,4.5,67.14,32.01,3.79,-0.81,25.23,0,0,17.101781688580353,53.46044986716816,0,0,1,central_middle
LALIGA_24_25_M24,5.0,65.62,31.03,3.6,-0.36,27.03,0,0,21.637640703669238,55.114837385226856,0,0,1,central_middle
LALIGA_24_25_M24,5.5,65.49,31.11,0.3,-6.61,27.18,0,0,40.809164460172184,55.23017472360558,0,0,1,central_middle
LALIGA_24_25_M24,6.0,63.81,29.31,4.91,9.23,29.63,0,0,24.150229899838536,57.19783387506908,0,0,0,central_middle
LALIGA_24_25_M24,6.5,62.8,30.55,3.21,-3.4,31.24,0,0,24.515347281622034,57.97536114592129,0,0,0,central_middle
LALIGA_24_25_M24,7.0,58.01,28.95,10.1,13.77,36.29,1,1,33.0775843452399,62.96715493016975,0,0,0,central_middle
LALIGA_24_25_M24,7.5,57.97,30.26,2.63,-14.94,37.6,0,0,41.46754875169101,62.790035037416565,0,0,0,central_middle
LALIGA_24_25_M24,8.0,56.62,30.26,2.71,0.16,38.95,0,0,22.856573430011956,64.12403605513302,0,0,0,central_middle
LALIGA_24_25_M24,8.5,56.94,32.1,3.73,2.06,40.82,0,0,41.72078567936511,63.552919681160205,0,0,0,central_middle
LALIGA_24_25_M24,9.0,55.04,31.96,3.81,0.15,42.73,0,0,23.36457414427737,65.45565827336856,0,0,0,central_middle
LALIGA_24_25_M24,9.5,57.18,33.15,4.9,2.18,45.18,0,0,60.794457686675024,63.19236425391916,0,0,0,central_middle
LALIGA_24_25_M24,10.0,56.81,32.66,1.22,-7.36,45.79,0,0,21.317060349768276,63.61487011697815,0,0,0,central_middle
LALIGA_24_25_M24,10.5,56.87,33.39,1.46,0.48,46.52,0,0,4.886315164323028,63.47510535635211,0,0,0,central_middle
LALIGA_24_25_M24,11.0,55.27,33.96,3.39,3.87,48.21,0,0,20.10273566814076,65.01118749876824,0,0,0,central_middle
LALIGA_24_25_M24,11.5,54.23,34.18,2.13,-2.53,49.28,0,0,18.326463790838634,66.02700432398854,0,0,0,central_middle
LALIGA_24_25_M24,12.0,53.88,31.58,5.25,6.24,51.9,0,0,2.7207056049620837,66.65396312298317,0,0,0,central_middle
LALIGA_24_25_M24,12.5,52.15,31.94,3.54,-3.42,53.68,0,0,19.27933792713402,68.32705247557514,0,0,0,central_middle
LALIGA_24_25_M24,13.0,53.45,31.28,2.92,-1.25,55.14,0,0,38.94970596668113,67.11885651588531,0,0,0,central_middle
LALIGA_24_25_M24,13.5,56.71,34.17,8.71,11.57,59.49,1,1,47.86302477724707,63.55794993547227,0,0,0,central_middle
LALIGA_24_25_M24,14.0,58.0,36.02,4.51,-8.39,61.75,0,0,42.62231901833532,62.127613828313095,0,0,0,central_middle
LALIGA_24_25_M24,14.5,57.49,34.45,3.3,-2.42,63.4,0,0,48.59025783100391,62.75589693407305,0,0,0,central_middle
LALIGA_24_25_M24,15.0,57.08,32.67,3.66,0.71,65.23,0,0,27.80129445845183,63.34552312515858,0,0,0,central_middle
LALIGA_24_25_M24,15.5,57.26,29.8,5.74,4.16,68.09,1,0,7.298956930022438,63.563728650858735,0,0,0,central_middle
LALIGA_24_25_M24,16.0,57.63,30.16,1.02,-9.43,68.61,0,0,17.904704208436957,63.14144835209278,0,0,0,central_middle
LALIGA_24_25_M24,16.5,56.3,28.08,4.95,7.85,71.08,0,0,53.62977444536013,64.805681849665,0,0,0,central_middle
LALIGA_24_25_M24,17.0,57.88,27.82,3.2,-3.5,72.68,0,0,26.213949403524335,63.30281826269665,0,0,0,central_middle
LALIGA_24_25_M24,17.5,57.41,28.57,1.77,-2.84,73.56,0,0,33.14663732888405,63.62509724943452,0,0,0,central_middle
LALIGA_24_25_M24,18.0,59.09,31.71,7.12,10.7,77.13,1,1,3.652947014793368,61.471556023904256,0,0,0,central_middle
LALIGA_24_25_M24,18.5,56.93,32.13,4.4,-5.45,79.33,0,0,10.788108656320128,63.55912050996301,1,0,1,central_middle
