match_id,timestamp,event_type,x,y,end_x,end_y,outcome,xT,is_progressive,is_recovery,is_complete,body_part,under_pressure,pass_length,pass_angle,team_id,player_id
LALIGA_24_25_M03,14.7,pass,80.14,52.29,94.38,47.33,success,0.6929,0,0,1,right_foot,1,15.08,-19.2,FCB,PEDRI_8
LALIGA_24_25_M03,17.0,shot,53.71,40.86,47.56,36.09,off_target,0.0153,0,0,0,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M03,68.2,dribble,61.2,31.9,58.97,18.96,fail,0.1107,0,0,0,right_foot,0,13.13,-99.8,FCB,PEDRI_8
LALIGA_24_25_M03,79.5,pass,62.56,42.73,71.11,39.32,success,0.3489,0,0,1,right_foot,1,9.2,-21.7,FCB,PEDRI_8
LALIGA_24_25_M03,86.7,recovery,37.94,19.39,32.61,13.21,success,0.0056,0,1,1,left_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M03,91.4,pass,23.52,32.45,38.41,46.15,success,0.052,0,0,1,right_foot,1,20.24,42.6,FCB,PEDRI_8
LALIGA_24_25_M03,99.3,pass,69.81,37.14,83.6,35.92,success,0.4811,0,0,1,right_foot,0,13.84,-5.1,FCB,PEDRI_8
LALIGA_24_25_M03,106.8,carry,84.22,41.68,81.26,47.16,success,0.4765,0,0,1,right_foot,1,6.23,118.4,FCB,PEDRI_8
LALIGA_24_25_M03,114.6,dribble,19.75,36.02,43.47,38.93,success,0.0,1,0,1,left_foot,0,23.89,7.0,FCB,PEDRI_8
LALIGA_24_25_M03,115.0,carry,51.3,40.74,60.15,40.3,success,0.1305,0,0,1,left_foot,0,8.86,-2.8,FCB,PEDRI_8
LALIGA_24_25_M03,116.4,pass,72.35,37.79,76.58,42.13,success,0.426,0,0,1,right_foot,1,6.06,45.7,FCB,PEDRI_8
LALIGA_24_25_M03,125.8,shot,35.96,40.85,45.0,50.34,on_target,0.0276,0,0,1,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M03,127.1,dribble,80.15,48.12,91.89,30.82,success,0.6456,0,0,1,left_foot,0,20.91,-55.8,FCB,PEDRI_8
LALIGA_24_25_M03,143.1,pass,59.3,26.73,64.64,37.77,fail,0.2571,0,0,0,chest,0,12.26,64.2,FCB,PEDRI_8
LALIGA_24_25_M03,151.1,pass,48.91,41.59,59.3,41.46,success,0.148,0,0,1,chest,0,10.39,-0.7,FCB,PEDRI_8
LALIGA_24_25_M03,175.2,pass,51.81,28.04,54.66,20.29,fail,0.052,0,0,0,right_foot,1,8.26,-69.8,FCB,PEDRI_8
LALIGA_24_25_M03,193.9,carry,89.1,27.51,106.13,20.18,success,0.8023,1,0,1,right_foot,0,18.53,-23.3,FCB,PEDRI_8
LALIGA_24_25_M03,242.1,dribble,68.23,53.16,79.76,60.98,fail,0.4555,0,0,0,right_foot,0,13.94,34.2,FCB,PEDRI_8
LALIGA_24_25_M03,257.8,carry,36.46,31.5,39.47,37.4,success,0.0097,0,0,1,head,0,6.62,63.0,FCB,PEDRI_8
LALIGA_24_25_M03,263.1,pass,49.88,36.35,40.24,42.97,success,0.0,0,0,1,head,0,11.69,145.5,FCB,PEDRI_8
LALIGA_24_25_M03,267.0,carry,62.45,42.27,83.15,28.8,success,0.5115,1,0,1,right_foot,0,24.69,-33.0,FCB,PEDRI_8
LALIGA_24_25_M03,267.4,recovery,60.24,51.86,67.89,52.42,success,0.2463,0,1,1,right_foot,1,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M03,273.3,dribble,56.05,16.37,63.02,18.49,success,0.2368,0,0,1,right_foot,1,7.28,16.9,FCB,PEDRI_8
LALIGA_24_25_M03,293.6,carry,41.49,20.32,44.15,27.7,success,0.0,0,0,1,right_foot,0,7.85,70.2,FCB,PEDRI_8
LALIGA_24_25_M03,311.2,carry,63.72,40.11,78.0,36.32,success,0.4527,0,0,1,right_foot,0,14.77,-14.8,FCB,PEDRI_8
LALIGA_24_25_M03,312.4,pass,62.18,42.7,67.57,24.67,success,0.2117,0,0,1,right_foot,1,18.82,-73.4,FCB,PEDRI_8
LALIGA_24_25_M03,320.2,shot,22.27,46.53,23.43,46.3,off_target,0.0254,0,0,0,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M03,326.1,pass,44.05,29.91,29.58,46.35,success,0.0008,0,0,1,right_foot,0,21.9,131.3,FCB,PEDRI_8
LALIGA_24_25_M03,329.4,pass,75.23,48.93,85.08,45.05,fail,0.5735,0,0,0,left_foot,1,10.58,-21.5,FCB,PEDRI_8
LALIGA_24_25_M03,365.0,carry,70.63,48.94,83.79,39.49,success,0.5189,0,0,1,left_foot,1,16.2,-35.7,FCB,PEDRI_8
LALIGA_24_25_M03,366.3,pass,32.7,27.44,35.88,43.83,success,0.0078,0,0,1,left_foot,1,16.7,79.0,FCB,PEDRI_8
LALIGA_24_25_M03,368.5,recovery,81.15,51.22,81.64,49.94,success,0.4299,0,1,1,head,1,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M03,387.2,dribble,41.32,21.54,52.27,30.58,fail,0.058,0,0,0,left_foot,0,14.2,39.6,FCB,PEDRI_8
LALIGA_24_25_M03,400.1,recovery,33.46,29.06,39.12,34.07,success,0.0186,0,1,1,left_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M03,420.7,recovery,33.42,38.74,32.8,38.79,success,0.0007,0,1,1,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M03,427.7,pass,93.98,46.81,100.35,42.79,success,0.7875,0,0,1,chest,0,7.54,-32.3,FCB,PEDRI_8
LALIGA_24_25_M03,446.9,pass,28.09,61.42,46.06,52.49,success,0.0302,1,0,1,right_foot,0,20.07,-26.4,FCB,PEDRI_8
LALIGA_24_25_M03,459.1,pass,44.24,48.67,33.02,53.58,success,0.0,0,0,1,left_foot,0,12.24,156.4,FCB,PEDRI_8
LALIGA_24_25_M03,469.7,pass,51.64,29.9,59.22,37.44,success,0.1611,0,0,1,left_foot,0,10.69,44.9,FCB,PEDRI_8
LALIGA_24_25_M03,488.7,pass,75.23,43.17,77.5,53.14,success,0.4197,0,0,1,right_foot,0,10.22,77.2,FCB,PEDRI_8
LALIGA_24_25_M03,518.7,pass,97.37,25.37,115.6,27.56,success,1.0063,1,0,1,right_foot,0,18.36,6.9,FCB,PEDRI_8
LALIGA_24_25_M03,532.5,pass,62.09,44.33,80.51,41.71,success,0.4627,1,0,1,right_foot,0,18.61,-8.1,FCB,PEDRI_8
