match_id,timestamp,event_type,x,y,end_x,end_y,outcome,xT,is_progressive,is_recovery,is_complete,body_part,under_pressure,pass_length,pass_angle,team_id,player_id
LALIGA_24_25_M01,15.8,carry,43.34,23.88,54.53,26.11,success,0.1015,0,0,1,right_foot,1,11.41,11.3,FCB,PEDRI_8
LALIGA_24_25_M01,30.6,carry,59.37,42.88,62.73,39.16,success,0.2073,0,0,1,head,1,5.02,-47.9,FCB,PEDRI_8
LALIGA_24_25_M01,37.4,pass,22.04,43.16,14.8,39.74,success,0.0,0,0,1,right_foot,1,8.01,-154.7,FCB,PEDRI_8
LALIGA_24_25_M01,42.8,pass,82.59,35.97,91.26,24.57,success,0.6321,0,0,1,right_foot,0,14.32,-52.7,FCB,PEDRI_8
LALIGA_24_25_M01,54.1,dribble,46.33,29.0,63.81,31.33,fail,0.1979,1,0,0,left_foot,0,17.63,7.6,FCB,PEDRI_8
LALIGA_24_25_M01,61.0,pass,79.87,29.54,96.09,19.77,success,0.6647,1,0,1,right_foot,1,18.94,-31.0,FCB,PEDRI_8
LALIGA_24_25_M01,70.5,shot,41.48,39.97,58.3,31.9,blocked,0.083,1,0,0,left_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M01,74.3,duel,39.47,45.57,40.85,38.52,success,0.0097,0,0,1,left_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M01,75.2,shot,60.38,43.24,77.26,50.39,off_target,0.451,1,0,0,right_foot,1,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M01,76.2,pass,34.93,31.91,46.24,39.71,success,0.0,0,0,1,right_foot,0,13.74,34.6,FCB,PEDRI_8
LALIGA_24_25_M01,80.6,carry,42.77,46.8,41.79,53.48,success,0.0089,0,0,1,right_foot,1,6.75,98.4,FCB,PEDRI_8
LALIGA_24_25_M01,88.3,pass,83.62,32.84,95.23,45.14,success,0.7097,0,0,1,left_foot,1,16.92,46.7,FCB,PEDRI_8
LALIGA_24_25_M01,97.2,carry,63.78,31.01,71.17,19.66,success,0.3337,0,0,1,right_foot,0,13.54,-56.9,FCB,PEDRI_8
LALIGA_24_25_M01,105.7,carry,62.36,41.21,85.14,37.07,success,0.528,1,0,1,left_foot,0,23.15,-10.3,FCB,PEDRI_8
LALIGA_24_25_M01,137.6,dribble,38.98,40.01,58.56,42.07,success,0.144,1,0,1,right_foot,0,19.69,6.0,FCB,PEDRI_8
