match_id,timestamp,event_type,x,y,end_x,end_y,outcome,xT,is_progressive,is_recovery,is_complete,body_part,under_pressure,pass_length,pass_angle,team_id,player_id
LALIGA_24_25_M23,8.3,carry,45.9,40.87,45.31,48.72,success,0.0,0,0,1,left_foot,0,7.87,94.3,FCB,PEDRI_8
LALIGA_24_25_M23,9.4,recovery,59.0,31.84,56.59,36.22,success,0.0533,0,1,1,chest,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M23,12.6,pass,70.49,24.04,92.51,33.1,fail,0.6506,1,0,0,right_foot,1,23.81,22.4,FCB,PEDRI_8
LALIGA_24_25_M23,24.3,pass,35.13,50.5,43.32,46.16,success,0.0,0,0,1,right_foot,0,9.27,-27.9,FCB,PEDRI_8
LALIGA_24_25_M23,24.6,recovery,46.11,43.11,38.39,44.48,success,0.0,0,1,1,chest,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M23,41.2,pass,53.48,21.33,74.23,24.67,success,0.342,1,0,1,right_foot,0,21.02,9.1,FCB,PEDRI_8
LALIGA_24_25_M23,43.2,carry,71.56,41.77,74.71,47.49,success,0.4099,0,0,1,right_foot,1,6.53,61.2,FCB,PEDRI_8
LALIGA_24_25_M23,87.3,dribble,70.8,42.53,70.98,29.18,fail,0.3427,0,0,0,head,0,13.36,-89.2,FCB,PEDRI_8
LALIGA_24_25_M23,95.8,carry,56.56,51.87,67.58,51.55,success,0.2272,0,0,1,right_foot,1,11.03,-1.7,FCB,PEDRI_8
LALIGA_24_25_M23,107.6,pass,80.15,45.89,87.26,54.11,success,0.5641,0,0,1,left_foot,0,10.87,49.1,FCB,PEDRI_8
LALIGA_24_25_M23,115.9,duel,64.39,30.13,61.77,22.21,fail,0.1283,0,0,0,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M23,122.5,pass,95.68,55.87,111.98,60.13,success,0.9099,1,0,1,right_foot,1,16.84,14.6,FCB,PEDRI_8
LALIGA_24_25_M23,129.3,dribble,40.54,30.11,18.07,19.03,success,0.0,0,0,1,left_foot,1,25.06,-153.7,FCB,PEDRI_8
LALIGA_24_25_M23,169.1,carry,50.05,29.13,55.26,19.31,success,0.0731,0,0,1,right_foot,0,11.12,-62.0,FCB,PEDRI_8
LALIGA_24_25_M23,177.9,shot,44.17,33.81,35.55,37.91,on_target,0.0,0,0,1,left_foot,1,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M23,186.8,pass,60.17,41.66,64.3,34.69,success,0.2175,0,0,1,right_foot,0,8.1,-59.3,FCB,PEDRI_8
LALIGA_24_25_M23,190.2,carry,41.83,40.41,52.0,40.54,success,0.082,0,0,1,left_foot,1,10.17,0.8,FCB,PEDRI_8
