match_id,timestamp,x,y,speed_m_per_s,accel_m_per_s2,distance_covered_m,high_intensity_run,sprint,distance_to_ball,distance_to_goal,touch,tackle,in_possession,zone_name
LALIGA_24_25_M03,0.0,67.43,46.73,2.5,5.01,1.25,0,0,34.03567265623746,52.99903584028675,1,0,1,central_middle
LALIGA_24_25_M03,0.5,66.66,43.35,6.94,8.87,4.72,1,0,36.74286496332539,53.44509425569385,0,0,1,central_middle
LALIGA_24_25_M03,1.0,67.71,40.45,6.16,-1.55,7.8,1,0,0.3620436497799157,52.29193628084545,0,0,1,central_middle
LALIGA_24_25_M03,1.5,66.63,40.97,2.4,-7.53,9.0,0,0,36.24427307024902,53.37881414943573,0,0,1,central_middle
LALIGA_24_25_M03,2.0,66.94,40.68,0.85,-3.09,9.42,0,0,39.27689537842836,53.06435715242389,0,0,1,central_middle
LALIGA_24_25_M03,2.5,63.64,38.71,7.7,13.7,13.27,1,1,61.438088814081965,56.37476119683346,0,0,1,central_middle
LALIGA_24_25_M03,3.0,62.44,38.86,2.41,-10.59,14.48,0,0,16.058190696323525,57.5712879828131,0,0,1,central_middle
LALIGA_24_25_M03,3.5,62.35,39.02,0.37,-4.07,14.66,0,0,32.63158215745778,57.65832897335822,0,0,1,central_middle
LALIGA_24_25_M03,4.0,62.08,37.16,3.76,6.77,16.54,0,0,35.48063619314755,57.98958527183998,0,0,0,central_middle
LALIGA_24_25_M03,4.5,61.27,38.14,2.54,-2.44,17.81,0,0,44.00517742775669,58.759446049124726,0,0,0,central_middle
LALIGA_24_25_M03,5.0,61.21,36.84,2.6,0.13,19.12,0,0,41.64509229852094,58.874864755683305,0,0,0,central_middle
LALIGA_24_25_M03,5.5,59.55,37.37,3.48,1.76,20.86,0,0,7.151592300248357,60.5071846973564,0,0,0,central_middle
LALIGA_24_25_M03,6.0,59.27,32.76,9.23,11.49,25.47,1,1,19.144716272959407,61.16004005884888,0,0,0,central_middle
LALIGA_24_25_M03,6.5,57.55,34.5,4.89,-8.67,27.92,0,0,22.653887641559756,62.69172592934414,0,0,0,central_middle
LALIGA_24_25_M03,7.0,58.33,33.21,3.02,-3.76,29.42,0,0,34.11737212938702,62.04267080002278,0,0,0,central_middle
LALIGA_24_25_M03,7.5,56.94,33.12,2.77,-0.49,30.81,0,0,31.90351222346687,63.43420213102708,0,0,0,central_middle
LALIGA_24_25_M03,8.0,59.02,31.74,4.99,4.43,33.3,0,0,22.667937024083816,61.536883248991415,0,0,0,central_middle
LALIGA_24_25_M03,8.5,57.16,32.55,4.06,-1.87,35.33,0,0,21.227191067717595,63.28007664344285,0,0,0,central_middle
LALIGA_24_25_M03,9.0,58.73,28.24,9.17,10.22,39.92,1,1,8.089235697041538,62.38838433554759,0,0,0,central_middle
LALIGA_24_25_M03,9.5,55.81,27.61,5.97,-6.4,42.9,1,0,55.96136526881569,65.37482848925877,0,0,0,central_middle
