match_id,timestamp,x,y,speed_m_per_s,accel_m_per_s2,distance_covered_m,high_intensity_run,sprint,distance_to_ball,distance_to_goal,touch,tackle,in_possession,zone_name
LALIGA_24_25_M25,0.0,59.08,51.34,3.24,6.48,1.62,0,0,36.33738134071585,61.96645866918651,0,0,0,central_middle
LALIGA_24_25_M25,0.5,59.92,52.66,3.12,-0.24,3.18,0,0,45.198602646679674,61.39936481756143,0,0,0,central_middle
LALIGA_24_25_M25,1.0,59.21,50.42,4.7,3.15,5.53,0,0,43.16371555852743,61.67657983383968,0,0,0,central_middle
LALIGA_24_25_M25,1.5,57.91,49.25,3.5,-2.4,7.27,0,0,31.375067699705212,62.775238749048185,0,0,0,central_middle
LALIGA_24_25_M25,2.0,59.54,49.32,3.27,-0.45,8.91,0,0,13.498984198672572,61.17412851851671,0,0,0,central_middle
LALIGA_24_25_M25,2.5,56.68,51.31,6.98,7.42,12.4,1,0,56.72049733508873,64.3221462639424,0,0,0,central_middle
LALIGA_24_25_M25,3.0,57.79,47.59,7.78,1.6,16.29,1,1,27.24001561667059,62.671302842688696,0,0,0,central_middle
LALIGA_24_25_M25,3.5,59.75,47.49,3.92,-7.72,18.25,0,0,44.343698199934884,60.71377603147411,0,0,0,central_middle
LALIGA_24_25_M25,4.0,60.54,45.19,4.87,1.91,20.68,0,0,42.42234040525049,59.68607626574225,0,0,0,central_middle
LALIGA_24_25_M25,4.5,60.23,43.88,2.7,-4.35,22.03,0,0,20.27558767003286,59.89580369274629,0,0,0,central_middle
LALIGA_24_25_M25,5.0,60.96,43.77,1.48,-2.43,22.77,0,0,49.00178554018425,59.160244252369345,0,0,0,central_middle
LALIGA_24_25_M25,5.5,57.92,42.51,6.57,10.18,26.06,1,0,63.0147617691277,62.13072106454262,0,0,0,central_middle
LALIGA_24_25_M25,6.0,56.46,44.01,4.18,-4.78,28.15,0,0,31.954560306052226,63.666409510824465,0,0,0,central_middle
LALIGA_24_25_M25,6.5,54.69,44.71,3.81,-0.75,30.05,0,0,13.629350808138687,65.4796166757259,0,0,0,central_middle
LALIGA_24_25_M25,7.0,55.03,47.38,5.38,3.14,32.74,0,0,43.16636823676034,65.3878069673544,0,0,0,central_middle
