match_id,timestamp,event_type,x,y,end_x,end_y,outcome,xT,is_progressive,is_recovery,is_complete,body_part,under_pressure,pass_length,pass_angle,team_id,player_id
LALIGA_24_25_M12,2.7,dribble,66.61,26.12,62.3,22.73,success,0.1406,0,0,1,right_foot,1,5.49,-141.8,FCB,PEDRI_8
LALIGA_24_25_M12,51.3,carry,34.24,19.49,35.05,30.71,success,0.0311,0,0,1,left_foot,0,11.25,85.9,FCB,PEDRI_8
LALIGA_24_25_M12,67.7,duel,80.6,34.91,82.45,38.22,fail,0.5004,0,0,0,chest,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M12,73.4,carry,39.61,39.24,51.82,51.99,success,0.0179,0,0,1,right_foot,0,17.65,46.2,FCB,PEDRI_8
LALIGA_24_25_M12,90.8,pass,74.69,36.47,91.7,38.64,success,0.689,1,0,1,right_foot,0,17.15,7.3,FCB,PEDRI_8
LALIGA_24_25_M12,91.6,duel,58.28,42.84,48.28,42.32,fail,0.0,0,0,0,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M12,95.7,pass,59.21,64.18,76.8,69.0,success,0.3222,1,0,1,right_foot,0,18.24,15.3,FCB,PEDRI_8
LALIGA_24_25_M12,101.4,pass,30.76,58.14,37.53,69.03,success,0.0233,0,0,1,right_foot,1,12.83,58.2,FCB,PEDRI_8
LALIGA_24_25_M12,107.9,pass,55.7,30.3,63.21,22.77,success,0.2353,0,0,1,right_foot,0,10.63,-45.1,FCB,PEDRI_8
LALIGA_24_25_M12,113.0,pass,73.16,45.5,80.3,43.47,success,0.4663,0,0,1,left_foot,0,7.43,-15.9,FCB,PEDRI_8
LALIGA_24_25_M12,125.7,carry,30.42,27.48,35.12,35.35,success,0.0,0,0,1,right_foot,0,9.16,59.2,FCB,PEDRI_8
LALIGA_24_25_M12,143.6,pass,29.22,39.97,36.06,34.14,success,0.0432,0,0,1,head,0,8.98,-40.5,FCB,PEDRI_8
LALIGA_24_25_M12,145.6,pass,42.04,31.63,45.49,58.86,success,0.0143,0,0,1,right_foot,0,27.45,82.8,FCB,PEDRI_8
LALIGA_24_25_M12,149.5,dribble,68.8,34.53,81.87,36.98,fail,0.4883,0,0,0,left_foot,1,13.3,10.6,FCB,PEDRI_8
LALIGA_24_25_M12,152.0,shot,44.11,34.42,52.18,27.47,on_target,0.0,0,0,1,left_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M12,167.6,pass,63.67,27.38,78.81,44.57,success,0.4882,1,0,1,right_foot,0,22.91,48.6,FCB,PEDRI_8
LALIGA_24_25_M12,172.5,pass,92.96,30.04,71.41,30.2,success,0.3155,0,0,1,right_foot,0,21.55,179.6,FCB,PEDRI_8
LALIGA_24_25_M12,183.0,pass,71.74,30.93,65.65,25.84,success,0.2552,0,0,1,left_foot,0,7.95,-140.1,FCB,PEDRI_8
LALIGA_24_25_M12,199.4,pass,77.47,22.73,97.84,30.2,success,0.7713,1,0,1,right_foot,0,21.69,20.1,FCB,PEDRI_8
LALIGA_24_25_M12,223.3,shot,35.19,28.04,48.97,42.13,off_target,0.0596,0,0,0,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M12,225.4,carry,58.98,35.11,82.18,44.98,success,0.5092,1,0,1,right_foot,1,25.21,23.0,FCB,PEDRI_8
LALIGA_24_25_M12,228.1,dribble,38.39,24.17,66.0,28.61,success,0.2966,1,0,1,left_foot,0,27.96,9.1,FCB,PEDRI_8
LALIGA_24_25_M12,231.2,pass,55.06,52.95,49.63,55.36,success,0.0,0,0,1,right_foot,1,5.95,156.0,FCB,PEDRI_8
LALIGA_24_25_M12,232.0,pass,54.3,41.33,71.68,24.26,success,0.3077,1,0,1,right_foot,1,24.36,-44.5,FCB,PEDRI_8
LALIGA_24_25_M12,258.4,recovery,41.85,44.7,40.2,44.44,success,0.0067,0,1,1,right_foot,1,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M12,265.8,recovery,77.94,40.32,74.4,46.58,success,0.3574,0,1,1,right_foot,1,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M12,267.9,carry,40.47,31.39,56.73,35.03,success,0.1518,1,0,1,right_foot,0,16.65,12.6,FCB,PEDRI_8
LALIGA_24_25_M12,270.8,recovery,24.55,40.54,20.14,42.65,success,0.037,0,1,1,right_foot,1,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M12,272.6,pass,70.57,43.52,67.15,42.72,success,0.2602,0,0,1,right_foot,0,3.51,-166.8,FCB,PEDRI_8
LALIGA_24_25_M12,279.6,pass,49.28,30.32,56.49,20.75,success,0.0978,0,0,1,left_foot,0,11.99,-53.0,FCB,PEDRI_8
LALIGA_24_25_M12,295.3,pass,68.12,36.66,77.42,45.48,success,0.42,0,0,1,right_foot,1,12.82,43.5,FCB,PEDRI_8
LALIGA_24_25_M12,297.4,pass,41.78,32.76,61.18,33.19,fail,0.2596,1,0,0,right_foot,0,19.4,1.2,FCB,PEDRI_8
LALIGA_24_25_M12,302.9,carry,65.99,39.51,72.55,47.16,success,0.3681,0,0,1,right_foot,0,10.08,49.4,FCB,PEDRI_8
LALIGA_24_25_M12,311.4,pass,49.62,19.92,47.88,25.63,success,0.0568,0,0,1,right_foot,0,5.96,106.9,FCB,PEDRI_8
LALIGA_24_25_M12,314.4,pass,43.21,34.65,71.79,38.23,success,0.3471,1,0,1,head,0,28.8,7.1,FCB,PEDRI_8
LALIGA_24_25_M12,354.4,carry,69.7,36.73,78.65,31.07,success,0.4526,0,0,1,right_foot,0,10.59,-32.3,FCB,PEDRI_8
LALIGA_24_25_M12,359.3,carry,56.9,41.81,32.86,44.99,success,0.0485,0,0,1,right_foot,0,24.25,172.5,FCB,PEDRI_8
LALIGA_24_25_M12,367.9,pass,78.45,27.94,92.27,20.73,fail,0.5995,0,0,0,left_foot,0,15.59,-27.5,FCB,PEDRI_8
LALIGA_24_25_M12,383.9,pass,72.96,29.18,76.79,28.42,success,0.3962,0,0,1,right_foot,0,3.9,-11.3,FCB,PEDRI_8
LALIGA_24_25_M12,391.5,carry,86.59,44.22,85.72,48.48,success,0.5611,0,0,1,right_foot,1,4.35,101.4,FCB,PEDRI_8
LALIGA_24_25_M12,403.0,dribble,49.01,23.16,49.89,18.13,success,0.0,0,0,1,left_foot,1,5.11,-80.0,FCB,PEDRI_8
LALIGA_24_25_M12,408.5,shot,31.54,37.5,41.66,29.05,on_target,0.0,0,0,1,chest,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M12,416.6,pass,56.14,18.47,68.54,23.55,success,0.2875,0,0,1,right_foot,0,13.4,22.3,FCB,PEDRI_8
LALIGA_24_25_M12,427.3,pass,77.15,35.0,86.02,35.97,success,0.5215,0,0,1,right_foot,1,8.93,6.2,FCB,PEDRI_8
LALIGA_24_25_M12,431.9,pass,37.69,32.81,45.7,39.74,fail,0.0152,0,0,0,right_foot,1,10.6,40.9,FCB,PEDRI_8
LALIGA_24_25_M12,432.8,carry,63.11,25.91,70.72,12.83,success,0.2454,0,0,1,right_foot,0,15.13,-59.8,FCB,PEDRI_8
LALIGA_24_25_M12,439.4,carry,76.11,33.93,88.31,21.32,success,0.4867,0,0,1,right_foot,0,17.54,-46.0,FCB,PEDRI_8
LALIGA_24_25_M12,452.2,pass,65.19,26.15,73.81,17.37,success,0.3987,0,0,1,right_foot,1,12.31,-45.5,FCB,PEDRI_8
LALIGA_24_25_M12,499.7,carry,28.42,38.75,30.71,49.15,success,0.0215,0,0,1,right_foot,0,10.64,77.6,FCB,PEDRI_8
LALIGA_24_25_M12,500.1,pass,68.54,38.08,66.8,38.65,success,0.196,0,0,1,right_foot,0,1.83,161.6,FCB,PEDRI_8
LALIGA_24_25_M12,508.9,pass,80.26,46.4,90.71,43.2,success,0.6286,0,0,1,left_foot,0,10.93,-17.0,FCB,PEDRI_8
LALIGA_24_25_M12,525.4,pass,65.03,40.17,77.03,36.04,success,0.4461,0,0,1,left_foot,0,12.68,-19.0,FCB,PEDRI_8
LALIGA_24_25_M12,544.0,pass,55.59,32.15,44.73,26.43,success,0.0,0,0,1,right_foot,1,12.28,-152.3,FCB,PEDRI_8
LALIGA_24_25_M12,575.8,pass,55.22,40.94,76.08,28.48,success,0.4319,1,0,1,right_foot,0,24.3,-30.8,FCB,PEDRI_8
LALIGA_24_25_M12,576.9,pass,78.25,43.56,71.89,46.72,success,0.3333,0,0,1,right_foot,0,7.09,153.6,FCB,PEDRI_8
LALIGA_24_25_M12,613.1,pass,63.84,27.12,66.99,34.17,success,0.2186,0,0,1,chest,0,7.72,65.9,FCB,PEDRI_8
LALIGA_24_25_M12,642.4,carry,40.45,49.83,55.37,40.76,success,0.0996,0,0,1,head,0,17.46,-31.3,FCB,PEDRI_8
LALIGA_24_25_M12,645.3,dribble,88.09,27.19,98.23,35.37,success,0.7647,0,0,1,right_foot,1,13.03,38.9,FCB,PEDRI_8
LALIGA_24_25_M12,658.8,pass,61.95,36.98,76.78,38.85,success,0.4032,0,0,1,head,1,14.95,7.2,FCB,PEDRI_8
LALIGA_24_25_M12,659.1,dribble,22.07,47.29,28.01,48.43,fail,0.0394,0,0,0,right_foot,1,6.05,10.8,FCB,PEDRI_8
LALIGA_24_25_M12,659.6,recovery,75.55,29.38,74.88,35.16,success,0.4243,0,1,1,left_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M12,666.4,carry,88.47,32.47,89.67,34.88,success,0.5652,0,0,1,right_foot,1,2.69,63.5,FCB,PEDRI_8
LALIGA_24_25_M12,683.3,pass,66.18,41.96,72.12,43.44,success,0.3195,0,0,1,left_foot,1,6.12,14.0,FCB,PEDRI_8
LALIGA_24_25_M12,706.3,pass,24.08,10.83,33.17,9.33,success,0.0,0,0,1,right_foot,0,9.21,-9.4,FCB,PEDRI_8
LALIGA_24_25_M12,710.2,recovery,63.49,48.46,67.57,53.71,success,0.2956,0,1,1,head,0,0.0,0.0,FCB,PEDRI_8
