match_id,timestamp,x,y,speed_m_per_s,accel_m_per_s2,distance_covered_m,high_intensity_run,sprint,distance_to_ball,distance_to_goal,touch,tackle,in_possession,zone_name
LALIGA_24_25_M26,0.0,57.36,41.53,3.78,7.56,1.89,0,0,17.9693566452411,62.658682558764355,0,0,0,central_middle
LALIGA_24_25_M26,0.5,53.46,43.91,9.14,10.72,6.46,1,1,20.37300926962305,66.65478002364121,0,0,0,central_middle
LALIGA_24_25_M26,1.0,51.84,43.54,3.31,-11.65,8.12,0,0,44.489172201028396,68.2518659085596,0,0,0,central_middle
LALIGA_24_25_M26,1.5,51.79,42.99,1.12,-4.4,8.67,0,0,19.209098975489113,68.27550219515051,0,0,0,central_middle
LALIGA_24_25_M26,2.0,49.99,44.73,5.01,7.8,11.18,0,0,5.75307248261914,70.1696016804998,0,0,0,central_middle
LALIGA_24_25_M26,2.5,49.03,41.41,6.93,3.83,14.65,1,0,16.827838551876145,70.9840052406174,0,0,0,central_middle
LALIGA_24_25_M26,3.0,48.82,42.49,2.21,-9.45,15.75,0,0,8.154773535835327,71.22353894605351,0,0,0,central_middle
LALIGA_24_25_M26,3.5,51.67,42.92,5.76,7.1,18.63,1,0,48.629513931729065,68.39236287773657,0,0,0,central_middle
LALIGA_24_25_M26,4.0,53.88,40.54,6.5,1.49,21.88,1,0,6.683229243774837,66.12220504490152,0,0,0,central_middle
LALIGA_24_25_M26,4.5,56.46,38.99,6.02,-0.97,24.89,1,0,42.06590283953222,63.5480267199541,0,0,0,central_middle
LALIGA_24_25_M26,5.0,56.71,38.42,1.23,-9.57,25.51,0,0,20.7005542217468,63.30971884316025,1,0,1,central_middle
LALIGA_24_25_M26,5.5,54.9,39.11,3.87,5.28,27.44,0,0,24.192980225711782,65.10608343311705,0,0,1,central_middle
LALIGA_24_25_M26,6.0,56.78,41.12,5.49,3.24,30.19,0,0,19.62927461010517,63.229920132797886,0,0,1,central_middle
LALIGA_24_25_M26,6.5,57.16,40.72,1.1,-8.79,30.74,0,0,24.069657001779756,62.844124625934604,0,0,1,central_middle
LALIGA_24_25_M26,7.0,56.49,39.51,2.78,3.35,32.13,0,0,33.445055968039256,63.51189022537433,0,0,1,central_middle
LALIGA_24_25_M26,7.5,55.42,35.7,7.91,10.26,36.08,1,1,16.88856656929607,64.72299745839959,0,0,1,central_middle
LALIGA_24_25_M26,8.0,55.17,34.89,1.7,-12.4,36.93,0,0,35.56921840532738,65.0310771862192,0,0,1,central_middle
LALIGA_24_25_M26,8.5,58.24,37.49,8.04,12.68,40.95,1,1,27.432361282350207,61.810983651775025,0,0,1,central_middle
LALIGA_24_25_M26,9.0,58.98,36.96,1.82,-12.45,41.86,0,0,26.37959451936091,61.09567906161614,0,0,0,central_middle
LALIGA_24_25_M26,9.5,60.23,37.12,2.51,1.39,43.12,0,0,46.47523165683366,59.839345751771056,0,0,0,central_middle
LALIGA_24_25_M26,10.0,61.29,34.32,5.99,6.96,46.11,1,0,23.85453843320201,58.984120744485125,0,0,0,central_middle
LALIGA_24_25_M26,10.5,59.9,35.88,4.17,-3.64,48.2,0,0,8.506795029237212,60.2410524476457,0,0,0,central_middle
LALIGA_24_25_M26,11.0,57.3,33.68,6.8,5.25,51.6,1,0,48.28761676817413,63.01771496968134,0,0,0,central_middle
LALIGA_24_25_M26,11.5,62.87,31.99,11.65,9.71,57.42,1,1,59.63243449841049,57.688794405846274,0,0,0,central_middle
LALIGA_24_25_M26,12.0,61.59,30.85,3.43,-16.44,59.14,0,0,21.72234158760708,59.122335880781975,0,0,0,central_middle
LALIGA_24_25_M26,12.5,62.98,32.24,3.93,1.0,61.1,0,0,12.842051737855943,57.54561668798068,0,0,0,central_middle
LALIGA_24_25_M26,13.0,64.43,32.05,2.92,-2.02,62.56,0,0,7.677362106973131,56.13579428493018,0,0,0,central_middle
LALIGA_24_25_M26,13.5,64.26,32.09,0.34,-5.17,62.73,0,0,13.785219946804135,56.29845202134779,0,0,0,central_middle
LALIGA_24_25_M26,14.0,64.0,32.3,0.68,0.69,63.07,0,0,64.42834996655019,56.52689625302277,0,0,0,central_middle
LALIGA_24_25_M26,14.5,63.77,36.4,8.22,15.08,67.18,1,1,49.80181562132294,56.3451231252537,0,0,0,central_middle
LALIGA_24_25_M26,15.0,66.73,38.01,6.74,-2.97,70.55,1,0,47.39822940115093,53.30715711797056,0,0,0,central_middle
LALIGA_24_25_M26,15.5,65.82,38.61,2.19,-9.1,71.65,0,0,21.15383981745923,54.19782744723261,0,0,0,central_middle
LALIGA_24_25_M26,16.0,64.99,38.27,1.79,-0.8,72.54,0,0,6.8122337181388755,55.0371965129039,0,0,0,central_middle
LALIGA_24_25_M26,16.5,64.32,36.78,3.26,2.93,74.17,0,0,15.44723377018249,55.77302932421728,0,0,0,central_middle
LALIGA_24_25_M26,17.0,62.4,37.31,3.97,1.43,76.16,0,0,59.240077755030626,57.66277915605525,0,0,0,central_middle
LALIGA_24_25_M26,17.5,63.13,38.2,2.29,-3.36,77.3,0,0,18.96235739135894,56.89847889003712,0,0,0,central_middle
LALIGA_24_25_M26,18.0,64.56,36.59,4.3,4.01,79.45,0,0,28.416576549866114,55.5447720312182,0,0,0,central_middle
LALIGA_24_25_M26,18.5,62.77,36.06,3.74,-1.11,81.32,0,0,42.51332361154655,57.36546434920578,0,0,0,central_middle
LALIGA_24_25_M26,19.0,61.09,36.83,3.68,-0.12,83.17,0,0,43.392983424736606,58.9952286206266,0,0,0,central_middle
LALIGA_24_25_M26,19.5,61.36,37.7,1.81,-3.74,84.07,0,0,15.32702599275123,58.685088395605234,0,0,0,central_middle
LALIGA_24_25_M26,20.0,57.84,35.59,8.21,12.79,88.18,1,1,10.46044415976064,62.31623945650122,0,0,0,central_middle
LALIGA_24_25_M26,20.5,58.25,36.8,2.57,-11.28,89.46,0,0,5.797727838055303,61.832859387222264,0,0,0,central_middle
LALIGA_24_25_M26,21.0,60.46,36.67,4.41,3.69,91.67,0,0,25.151663048042565,59.63304872300258,0,0,0,central_middle
LALIGA_24_25_M26,21.5,59.16,34.64,4.83,0.83,94.08,0,0,29.401196382088106,61.075651449657094,0,0,0,central_middle
LALIGA_24_25_M26,22.0,61.95,34.58,5.58,1.5,96.87,1,0,20.582218248517886,58.302477648895845,0,0,0,central_middle
LALIGA_24_25_M26,22.5,61.9,34.5,0.19,-10.78,96.96,0,0,30.34918705003646,58.359746401093965,0,0,0,central_middle
LALIGA_24_25_M26,23.0,60.2,37.08,6.17,11.97,100.05,1,0,54.28008729690763,59.87124852548174,0,0,0,central_middle
LALIGA_24_25_M26,23.5,58.78,39.94,6.39,0.44,103.25,1,0,15.031402043015454,61.220029402149095,0,0,0,central_middle
LALIGA_24_25_M26,24.0,56.87,39.03,4.22,-4.36,105.36,0,0,71.14289710971258,63.137451643220444,0,0,0,central_middle
LALIGA_24_25_M26,24.5,58.91,40.67,5.22,2.01,107.97,0,0,21.0189856120472,61.0936739769348,0,0,0,central_middle
LALIGA_24_25_M26,25.0,57.94,41.04,2.08,-6.29,109.01,0,0,28.301830309803044,62.068713535886985,0,0,0,central_middle
LALIGA_24_25_M26,25.5,60.76,42.31,6.18,8.21,112.1,1,0,18.55327612334742,59.28502087374179,0,0,0,central_middle
LALIGA_24_25_M26,26.0,59.61,41.44,2.89,-6.58,113.54,0,0,24.836601135410028,60.40716596563689,0,0,0,central_middle
LALIGA_24_25_M26,26.5,57.84,40.89,3.7,1.61,115.39,0,0,9.500989850697472,62.16637113423945,0,0,0,central_middle
LALIGA_24_25_M26,27.0,58.09,43.13,4.5,1.61,117.64,0,0,50.274764812032444,61.989071617503676,0,0,0,central_middle
LALIGA_24_25_M26,27.5,58.54,44.39,2.68,-3.63,118.98,0,0,4.563291349547957,61.6165862410439,1,0,1,central_middle
LALIGA_24_25_M26,28.0,59.17,41.44,6.03,6.7,122.0,1,0,36.01181958025912,60.84704183442282,0,0,1,central_middle
