match_id,timestamp,x,y,speed_m_per_s,accel_m_per_s2,distance_covered_m,high_intensity_run,sprint,distance_to_ball,distance_to_goal,touch,tackle,in_possession,zone_name
LALIGA_24_25_M11,0.0,73.35,38.06,4.34,8.67,2.17,0,0,16.384286709390683,46.690321266832164,0,0,0,central_middle
LALIGA_24_25_M11,0.5,73.96,37.43,1.74,-5.18,3.04,0,0,24.638190137025468,46.11167422681593,0,0,0,central_middle
LALIGA_24_25_M11,1.0,72.49,36.44,3.55,3.61,4.82,0,0,19.886105570716268,47.643191538770786,1,0,1,central_middle
LALIGA_24_25_M11,1.5,73.25,34.97,3.3,-0.49,6.47,0,0,51.590482423790164,47.019819225513835,0,0,1,central_middle
LALIGA_24_25_M11,2.0,71.07,35.82,4.69,2.78,8.81,0,0,28.297876665869328,49.10822028947904,0,0,1,central_middle
LALIGA_24_25_M11,2.5,72.06,35.93,2.0,-5.38,9.81,0,0,37.46996199342066,48.112456806943456,0,0,1,central_middle
LALIGA_24_25_M11,3.0,70.3,32.45,7.8,11.61,13.72,1,1,4.551492572836633,50.27019494690666,0,0,1,central_middle
LALIGA_24_25_M11,3.5,67.51,31.99,5.65,-4.3,16.54,1,0,44.35242274929354,53.09764778217581,0,0,1,central_middle
LALIGA_24_25_M11,4.0,67.7,30.29,3.43,-4.44,18.26,0,0,25.431677170991883,53.1937411731869,0,0,1,central_middle
LALIGA_24_25_M11,4.5,67.76,31.26,1.94,-2.98,19.23,0,0,23.607133880553132,52.96607593545136,0,0,1,central_middle
LALIGA_24_25_M11,5.0,67.48,32.59,2.72,1.56,20.59,0,0,53.030256646891964,53.04015931348623,0,0,0,central_middle
LALIGA_24_25_M11,5.5,68.46,33.24,2.35,-0.74,21.77,0,0,45.3060826336848,51.981431300032526,0,0,0,central_middle
LALIGA_24_25_M11,6.0,68.29,33.91,1.38,-1.95,22.46,0,0,68.4662644097838,52.06738134379334,0,0,0,central_middle
LALIGA_24_25_M11,6.5,67.31,31.96,4.36,5.96,24.64,0,0,59.198432796780665,53.29988461525972,0,0,0,central_middle
LALIGA_24_25_M11,7.0,70.44,31.22,6.43,4.14,27.85,1,0,29.58797920619284,50.3317196209309,0,0,0,central_middle
LALIGA_24_25_M11,7.5,70.47,33.18,3.92,-5.03,29.81,0,0,22.764497306776867,49.997332928867316,0,0,0,central_middle
LALIGA_24_25_M11,8.0,69.98,33.48,1.15,-5.54,30.38,0,0,33.40255042387667,50.44314423189736,0,0,0,central_middle
LALIGA_24_25_M11,8.5,68.33,32.3,4.04,5.79,32.4,0,0,22.267322585485033,52.240586711866094,0,0,0,central_middle
LALIGA_24_25_M11,9.0,65.1,31.38,6.72,5.36,35.76,1,0,37.681876193741424,55.57260476169891,0,0,0,central_middle
