match_id,timestamp,event_type,x,y,end_x,end_y,outcome,xT,is_progressive,is_recovery,is_complete,body_part,under_pressure,pass_length,pass_angle,team_id,player_id
LALIGA_24_25_M06,1.0,duel,42.76,22.4,45.84,15.39,success,0.0,0,0,1,right_foot,1,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M06,6.4,pass,35.03,20.39,38.11,21.08,success,0.0027,0,0,1,right_foot,0,3.16,12.6,FCB,PEDRI_8
LALIGA_24_25_M06,9.4,shot,56.99,35.13,63.28,44.07,blocked,0.205,0,0,0,left_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M06,13.5,pass,51.19,37.82,51.14,23.14,success,0.0,0,0,1,left_foot,0,14.68,-90.2,FCB,PEDRI_8
LALIGA_24_25_M06,20.2,pass,55.64,44.06,64.21,40.45,success,0.2681,0,0,1,left_foot,0,9.31,-22.8,FCB,PEDRI_8
LALIGA_24_25_M06,29.0,pass,74.8,47.96,66.94,50.11,success,0.2737,0,0,1,left_foot,0,8.14,164.7,FCB,PEDRI_8
LALIGA_24_25_M06,34.2,pass,56.89,38.05,81.94,28.94,success,0.5114,1,0,1,right_foot,0,26.65,-20.0,FCB,PEDRI_8
LALIGA_24_25_M06,38.6,pass,50.37,35.45,60.96,35.17,success,0.236,0,0,1,head,0,10.59,-1.5,FCB,PEDRI_8
LALIGA_24_25_M06,50.3,shot,41.33,42.77,60.58,47.76,on_target,0.2046,1,0,1,right_foot,1,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M06,68.8,recovery,72.98,50.67,67.24,46.34,success,0.2902,0,1,1,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M06,76.9,pass,40.54,39.17,45.32,33.83,success,0.0,0,0,1,right_foot,0,7.17,-48.2,FCB,PEDRI_8
LALIGA_24_25_M06,82.9,carry,87.88,33.41,86.39,36.0,success,0.5558,0,0,1,right_foot,0,2.99,120.0,FCB,PEDRI_8
LALIGA_24_25_M06,84.2,pass,61.41,46.83,70.48,37.29,success,0.3124,0,0,1,head,1,13.17,-46.4,FCB,PEDRI_8
LALIGA_24_25_M06,97.2,duel,66.6,35.15,66.61,30.0,success,0.2742,0,0,1,right_foot,1,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M06,99.4,shot,68.56,41.19,77.13,39.46,on_target,0.4621,0,0,1,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M06,133.4,pass,73.5,48.19,94.68,47.12,success,0.7108,1,0,1,head,1,21.21,-2.9,FCB,PEDRI_8
LALIGA_24_25_M06,134.1,shot,59.72,42.78,64.97,41.36,on_target,0.2173,0,0,1,right_foot,1,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M06,147.4,carry,75.37,42.74,80.87,30.69,success,0.5103,0,0,1,head,0,13.25,-65.5,FCB,PEDRI_8
LALIGA_24_25_M06,153.2,carry,83.52,37.98,82.1,27.74,success,0.4715,0,0,1,chest,1,10.34,-97.9,FCB,PEDRI_8
LALIGA_24_25_M06,168.0,pass,52.06,31.92,63.74,34.57,success,0.2588,0,0,1,right_foot,0,11.98,12.8,FCB,PEDRI_8
LALIGA_24_25_M06,185.4,duel,48.86,45.19,51.06,42.22,success,0.0292,0,0,1,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M06,189.9,dribble,48.63,41.23,42.86,42.59,success,0.0,0,0,1,left_foot,0,5.93,166.7,FCB,PEDRI_8
