match_id,timestamp,event_type,x,y,end_x,end_y,outcome,xT,is_progressive,is_recovery,is_complete,body_part,under_pressure,pass_length,pass_angle,team_id,player_id
LALIGA_24_25_M25,28.4,carry,61.52,12.77,74.9,19.59,success,0.3736,0,0,1,chest,0,15.01,27.0,FCB,PEDRI_8
LALIGA_24_25_M25,31.9,carry,47.72,28.77,60.02,25.76,success,0.1991,0,0,1,chest,0,12.67,-13.8,FCB,PEDRI_8
LALIGA_24_25_M25,42.8,pass,75.14,27.11,88.22,18.67,success,0.5775,0,0,1,right_foot,0,15.56,-32.9,FCB,PEDRI_8
LALIGA_24_25_M25,51.0,carry,37.05,49.16,43.06,45.03,success,0.0,0,0,1,right_foot,0,7.29,-34.5,FCB,PEDRI_8
LALIGA_24_25_M25,54.8,pass,61.13,32.6,69.56,33.56,success,0.3317,0,0,1,right_foot,0,8.49,6.5,FCB,PEDRI_8
LALIGA_24_25_M25,55.1,duel,72.26,38.31,73.94,39.45,success,0.4286,0,0,1,left_foot,1,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M25,112.5,pass,58.83,33.97,82.84,41.83,success,0.5135,1,0,1,head,0,25.26,18.1,FCB,PEDRI_8
LALIGA_24_25_M25,114.6,pass,37.89,43.05,35.65,34.03,success,0.0,0,0,1,left_foot,0,9.3,-104.0,FCB,PEDRI_8
LALIGA_24_25_M25,127.3,pass,51.22,30.63,43.32,26.29,success,0.0238,0,0,1,right_foot,0,9.02,-151.2,FCB,PEDRI_8
LALIGA_24_25_M25,156.1,pass,62.5,48.77,65.25,78.98,success,0.2252,0,0,1,chest,0,30.33,84.8,FCB,PEDRI_8
LALIGA_24_25_M25,156.9,pass,62.22,49.74,77.98,50.64,success,0.4517,1,0,1,right_foot,0,15.78,3.3,FCB,PEDRI_8
LALIGA_24_25_M25,166.8,pass,83.04,57.15,90.07,52.41,fail,0.6906,0,0,0,head,1,8.48,-34.0,FCB,PEDRI_8
LALIGA_24_25_M25,183.6,duel,54.2,30.13,53.56,39.72,success,0.0625,0,0,1,chest,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M25,199.0,pass,59.92,18.19,55.19,11.88,success,0.0955,0,0,1,right_foot,0,7.88,-126.9,FCB,PEDRI_8
LALIGA_24_25_M25,220.1,pass,65.49,32.46,63.99,30.09,success,0.2294,0,0,1,head,0,2.81,-122.5,FCB,PEDRI_8
LALIGA_24_25_M25,220.7,pass,62.53,36.41,82.18,49.86,success,0.5142,1,0,1,left_foot,1,23.81,34.4,FCB,PEDRI_8
LALIGA_24_25_M25,225.0,pass,56.16,41.07,41.16,47.66,success,0.0233,0,0,1,head,1,16.38,156.3,FCB,PEDRI_8
LALIGA_24_25_M25,248.2,pass,85.9,21.56,93.22,11.09,success,0.5637,0,0,1,chest,0,12.78,-55.1,FCB,PEDRI_8
LALIGA_24_25_M25,255.1,shot,39.78,21.92,40.29,24.92,off_target,0.0,0,0,0,right_foot,0,0.0,0.0,FCB,PEDRI_8
LALIGA_24_25_M25,282.6,carry,37.24,25.96,62.75,16.85,success,0.1792,1,0,1,left_foot,0,27.08,-19.6,FCB,PEDRI_8
LALIGA_24_25_M25,296.2,pass,36.53,49.24,38.38,38.73,success,0.0,0,0,1,right_foot,0,10.66,-80.0,FCB,PEDRI_8
LALIGA_24_25_M25,315.6,pass,51.74,50.14,74.77,35.79,success,0.3366,1,0,1,right_foot,0,27.13,-31.9,FCB,PEDRI_8
LALIGA_24_25_M25,332.0,pass,39.08,31.39,48.68,31.89,success,0.0551,0,0,1,left_foot,0,9.61,3.0,FCB,PEDRI_8
