match_id,timestamp,x,y,speed_m_per_s,accel_m_per_s2,distance_covered_m,high_intensity_run,sprint,distance_to_ball,distance_to_goal,touch,tackle,in_possession,zone_name
LALIGA_24_25_M16,0.0,70.03,22.09,1.83,3.67,0.92,0,0,28.062962389862243,53.08266195284483,0,0,0,left_halfspace_middle
LALIGA_24_25_M16,0.5,69.67,24.9,5.67,7.67,3.75,1,0,14.077039266492136,52.5463500159621,1,0,1,left_halfspace_middle
LALIGA_24_25_M16,1.0,69.45,25.19,0.71,-9.91,4.11,0,0,38.41608030932537,52.67483839557555,0,0,1,left_halfspace_middle
LALIGA_24_25_M16,1.5,69.04,23.55,3.37,5.32,5.79,0,0,22.969440376274253,53.54926796885275,0,0,1,left_halfspace_middle
LALIGA_24_25_M16,2.0,70.34,22.81,2.98,-0.78,7.28,0,0,43.80252351466979,52.55103900019484,0,0,1,left_halfspace_middle
LALIGA_24_25_M16,2.5,67.09,23.94,6.88,7.8,10.72,1,0,37.68508819173118,55.293685896311885,0,0,1,left_halfspace_middle
LALIGA_24_25_M16,3.0,64.4,22.64,5.98,-1.79,13.71,1,0,61.93020125822794,58.24714241917795,0,0,1,left_halfspace_middle
LALIGA_24_25_M16,3.5,66.15,23.63,4.02,-3.92,15.72,0,0,44.083430415839,56.283207087016635,0,0,1,left_halfspace_middle
LALIGA_24_25_M16,4.0,68.75,23.62,5.2,2.36,18.32,0,0,25.68111096322784,53.80396732583946,0,0,1,left_halfspace_middle
LALIGA_24_25_M16,4.5,71.01,25.21,5.51,0.62,21.08,1,0,28.77811333112909,51.173862469037836,0,0,0,left_halfspace_middle
LALIGA_24_25_M16,5.0,67.7,25.97,6.78,2.55,24.47,1,0,56.356332685478115,54.1491541946871,0,0,0,left_halfspace_middle
LALIGA_24_25_M16,5.5,68.24,25.4,1.58,-10.42,25.26,0,0,35.41220860935605,53.779713647434015,0,0,0,left_halfspace_middle
LALIGA_24_25_M16,6.0,70.42,27.26,5.73,8.31,28.13,1,0,17.64920631449539,51.19066321117553,0,0,0,central_middle
LALIGA_24_25_M16,6.5,68.47,24.86,6.18,0.89,31.21,1,0,14.353695860464688,53.708104602564404,0,0,0,left_halfspace_middle
LALIGA_24_25_M16,7.0,71.74,26.26,7.11,1.86,34.77,1,1,49.29887980811057,50.17783574447986,0,0,0,left_halfspace_middle
LALIGA_24_25_M16,7.5,72.28,28.5,4.62,-4.98,37.08,0,0,22.123889584977736,49.086132461215556,0,0,0,central_middle
LALIGA_24_25_M16,8.0,73.25,28.14,2.06,-5.1,38.11,0,0,16.18538623525398,48.2309247267767,0,0,0,central_middle
LALIGA_24_25_M16,8.5,71.73,30.69,5.94,7.75,41.08,1,0,17.644058680657285,49.15962774472565,0,0,0,central_middle
